vecindario,day,x_outs,y_outs
2,8,sewer_and_water,8.0
2,8,sewer_and_water,8.0
2,8,sewer_and_water,10.0
2,8,sewer_and_water,10.0
2,8,sewer_and_water,10.0
2,8,sewer_and_water,10.0
2,8,sewer_and_water,8.0
2,8,sewer_and_water,10.0
2,8,sewer_and_water,7.0
2,8,sewer_and_water,8.0
2,8,sewer_and_water,10.0
2,8,sewer_and_water,8.0
2,8,sewer_and_water,7.0
2,8,sewer_and_water,8.0
2,8,sewer_and_water,8.0
2,8,sewer_and_water,10.0
2,8,sewer_and_water,6.0
2,8,sewer_and_water,10.0
2,8,sewer_and_water,9.0
2,8,sewer_and_water,10.0
2,8,sewer_and_water,8.0
2,8,sewer_and_water,10.0
2,8,sewer_and_water,8.0
2,8,sewer_and_water,10.0
2,8,sewer_and_water,9.0
2,8,sewer_and_water,9.0
2,8,sewer_and_water,10.0
2,8,sewer_and_water,7.0
2,8,sewer_and_water,6.0
2,8,sewer_and_water,8.0
2,8,sewer_and_water,6.0
2,8,sewer_and_water,10.0
2,8,sewer_and_water,10.0
2,8,sewer_and_water,10.0
2,8,sewer_and_water,10.0
2,8,sewer_and_water,8.0
2,8,sewer_and_water,8.0
2,8,sewer_and_water,10.0
2,8,sewer_and_water,10.0
2,8,sewer_and_water,9.0
2,8,sewer_and_water,8.0
2,8,sewer_and_water,6.0
2,8,sewer_and_water,10.0
2,8,sewer_and_water,10.0
2,8,sewer_and_water,6.0
2,8,sewer_and_water,10.0
2,8,sewer_and_water,6.0
2,8,sewer_and_water,7.0
2,8,sewer_and_water,8.0
2,8,sewer_and_water,7.0
2,8,sewer_and_water,10.0
2,8,sewer_and_water,6.0
2,8,sewer_and_water,6.0
2,8,sewer_and_water,9.0
2,8,sewer_and_water,8.0
2,8,sewer_and_water,8.0
2,8,sewer_and_water,6.0
2,8,sewer_and_water,7.0
2,8,sewer_and_water,8.0
2,8,sewer_and_water,10.0
2,8,sewer_and_water,6.0
2,8,sewer_and_water,8.0
2,8,sewer_and_water,9.0
2,8,sewer_and_water,8.0
2,8,sewer_and_water,8.0
2,8,sewer_and_water,8.0
2,8,sewer_and_water,7.0
2,8,sewer_and_water,6.0
2,8,sewer_and_water,6.0
2,8,sewer_and_water,6.0
2,8,sewer_and_water,9.0
2,8,sewer_and_water,8.0
2,8,sewer_and_water,10.0
2,8,sewer_and_water,10.0
2,8,sewer_and_water,6.0
2,8,sewer_and_water,6.0
2,8,sewer_and_water,6.0
2,8,sewer_and_water,7.0
2,8,sewer_and_water,10.0
2,8,sewer_and_water,10.0
2,8,sewer_and_water,9.0
2,8,sewer_and_water,10.0
2,8,sewer_and_water,10.0
2,8,sewer_and_water,9.0
2,8,sewer_and_water,8.0
2,8,sewer_and_water,6.0
2,8,sewer_and_water,8.0
2,8,sewer_and_water,9.0
2,8,sewer_and_water,9.0
2,8,sewer_and_water,10.0
2,8,sewer_and_water,7.0
2,8,sewer_and_water,6.0
2,8,sewer_and_water,10.0
2,8,sewer_and_water,10.0
2,8,sewer_and_water,10.0
2,8,sewer_and_water,8.0
2,8,sewer_and_water,10.0
2,8,sewer_and_water,7.0
2,8,sewer_and_water,6.0
2,8,sewer_and_water,10.0
2,8,sewer_and_water,7.0
2,8,sewer_and_water,6.0
2,8,sewer_and_water,10.0
2,8,sewer_and_water,10.0
2,8,sewer_and_water,7.0
2,8,sewer_and_water,10.0
2,8,sewer_and_water,6.0
2,8,sewer_and_water,10.0
2,8,sewer_and_water,10.0
2,8,sewer_and_water,8.0
2,8,sewer_and_water,8.0
2,8,sewer_and_water,10.0
2,8,sewer_and_water,10.0
2,8,sewer_and_water,10.0
2,8,sewer_and_water,10.0
2,8,sewer_and_water,8.0
2,8,sewer_and_water,10.0
2,8,sewer_and_water,7.0
2,8,sewer_and_water,8.0
2,8,sewer_and_water,10.0
2,8,sewer_and_water,8.0
2,8,sewer_and_water,7.0
2,8,sewer_and_water,8.0
2,8,sewer_and_water,8.0
2,8,sewer_and_water,10.0
2,8,sewer_and_water,6.0
2,8,sewer_and_water,10.0
2,8,sewer_and_water,9.0
2,8,sewer_and_water,10.0
2,8,sewer_and_water,8.0
2,8,sewer_and_water,10.0
2,8,sewer_and_water,8.0
2,8,sewer_and_water,10.0
2,8,sewer_and_water,9.0
2,8,sewer_and_water,9.0
2,8,sewer_and_water,10.0
2,8,sewer_and_water,7.0
2,8,sewer_and_water,6.0
2,8,sewer_and_water,8.0
2,8,sewer_and_water,6.0
2,8,sewer_and_water,10.0
2,8,sewer_and_water,10.0
2,8,sewer_and_water,10.0
2,8,sewer_and_water,10.0
2,8,sewer_and_water,8.0
2,8,sewer_and_water,8.0
2,8,sewer_and_water,10.0
2,8,sewer_and_water,10.0
2,8,sewer_and_water,9.0
2,8,sewer_and_water,8.0
2,8,sewer_and_water,6.0
2,8,sewer_and_water,10.0
2,8,sewer_and_water,10.0
2,8,sewer_and_water,6.0
2,8,sewer_and_water,10.0
2,8,power,10.0
2,8,power,8.0
2,8,power,10.0
2,8,power,10.0
2,8,power,10.0
2,8,power,8.0
2,8,power,7.0
2,8,power,8.0
2,8,power,9.0
2,8,power,7.0
2,8,power,10.0
2,8,power,7.0
2,8,power,10.0
2,8,power,9.0
2,8,power,7.0
2,8,power,7.0
2,8,power,8.0
2,8,power,9.0
2,8,power,10.0
2,8,power,7.0
2,8,power,10.0
2,8,power,10.0
2,8,power,7.0
2,8,power,7.0
2,8,power,9.0
2,8,power,10.0
2,8,power,9.0
2,8,power,10.0
2,8,power,8.0
2,8,power,7.0
2,8,power,10.0
2,8,power,10.0
2,8,power,10.0
2,8,power,9.0
2,8,power,10.0
2,8,power,7.0
2,8,power,9.0
2,8,power,10.0
2,8,power,9.0
2,8,power,10.0
2,8,power,8.0
2,8,power,10.0
2,8,power,9.0
2,8,power,8.0
2,8,power,8.0
2,8,power,7.0
2,8,power,8.0
2,8,power,9.0
2,8,power,9.0
2,8,power,8.0
2,8,power,7.0
2,8,power,10.0
2,8,power,7.0
2,8,power,9.0
2,8,power,8.0
2,8,power,9.0
2,8,power,10.0
2,8,power,10.0
2,8,power,9.0
2,8,power,8.0
2,8,power,9.0
2,8,power,8.0
2,8,power,8.0
2,8,power,10.0
2,8,power,9.0
2,8,power,7.0
2,8,power,10.0
2,8,power,7.0
2,8,power,10.0
2,8,power,7.0
2,8,power,9.0
2,8,power,10.0
2,8,power,10.0
2,8,power,9.0
2,8,power,10.0
2,8,power,9.0
2,8,power,10.0
2,8,power,8.0
2,8,power,9.0
2,8,power,9.0
2,8,power,7.0
2,8,power,9.0
2,8,power,9.0
2,8,power,10.0
2,8,power,9.0
2,8,power,7.0
2,8,power,10.0
2,8,power,7.0
2,8,power,8.0
2,8,power,10.0
2,8,power,7.0
2,8,power,7.0
2,8,power,10.0
2,8,power,9.0
2,8,power,8.0
2,8,power,8.0
2,8,power,7.0
2,8,power,7.0
2,8,power,9.0
2,8,power,10.0
2,8,power,10.0
2,8,power,10.0
2,8,power,10.0
2,8,power,10.0
2,8,power,10.0
2,8,power,8.0
2,8,power,10.0
2,8,power,10.0
2,8,power,10.0
2,8,power,8.0
2,8,power,7.0
2,8,power,8.0
2,8,power,9.0
2,8,power,7.0
2,8,power,10.0
2,8,power,7.0
2,8,power,10.0
2,8,power,9.0
2,8,power,7.0
2,8,power,7.0
2,8,power,8.0
2,8,power,9.0
2,8,power,10.0
2,8,power,7.0
2,8,power,10.0
2,8,power,10.0
2,8,power,7.0
2,8,power,7.0
2,8,power,9.0
2,8,power,10.0
2,8,power,9.0
2,8,power,10.0
2,8,power,8.0
2,8,power,7.0
2,8,power,10.0
2,8,power,10.0
2,8,power,10.0
2,8,power,9.0
2,8,power,10.0
2,8,power,7.0
2,8,power,9.0
2,8,power,10.0
2,8,power,9.0
2,8,power,10.0
2,8,power,8.0
2,8,power,10.0
2,8,power,9.0
2,8,power,8.0
2,8,power,8.0
2,8,power,7.0
2,8,power,8.0
2,8,power,9.0
2,8,power,9.0
2,8,power,8.0
2,8,power,7.0
2,8,power,10.0
2,8,power,7.0
2,8,power,9.0
2,8,power,8.0
2,8,power,9.0
2,8,power,10.0
2,8,power,10.0
2,8,power,9.0
2,8,power,8.0
2,8,power,9.0
2,8,power,8.0
2,8,power,8.0
2,8,power,10.0
2,8,power,9.0
2,8,power,7.0
2,8,power,10.0
2,8,power,7.0
2,8,power,10.0
2,8,power,7.0
2,8,power,9.0
2,8,power,10.0
2,8,power,10.0
2,8,power,9.0
2,8,power,10.0
2,8,power,9.0
2,8,power,10.0
2,8,power,8.0
2,8,power,9.0
2,8,power,9.0
2,8,power,7.0
2,8,power,9.0
2,8,power,9.0
2,8,power,10.0
2,8,power,9.0
2,8,power,7.0
2,8,power,10.0
2,8,power,7.0
2,8,power,8.0
2,8,power,10.0
2,8,power,7.0
2,8,power,7.0
2,8,power,10.0
2,8,power,9.0
2,8,power,8.0
2,8,power,8.0
2,8,power,7.0
2,8,power,7.0
2,8,power,9.0
2,8,power,10.0
2,8,power,10.0
2,8,power,10.0
2,8,power,10.0
2,8,power,10.0
2,8,roads_and_bridges,10.0
2,8,roads_and_bridges,9.0
2,8,roads_and_bridges,10.0
2,8,roads_and_bridges,9.0
2,8,roads_and_bridges,9.0
2,8,roads_and_bridges,8.0
2,8,roads_and_bridges,10.0
2,8,roads_and_bridges,10.0
2,8,roads_and_bridges,8.0
2,8,roads_and_bridges,9.0
2,8,roads_and_bridges,8.0
2,8,roads_and_bridges,9.0
2,8,roads_and_bridges,10.0
2,8,roads_and_bridges,10.0
2,8,roads_and_bridges,8.0
2,8,roads_and_bridges,9.0
2,8,roads_and_bridges,10.0
2,8,roads_and_bridges,10.0
2,8,roads_and_bridges,8.0
2,8,roads_and_bridges,8.0
2,8,roads_and_bridges,8.0
2,8,roads_and_bridges,8.0
2,8,roads_and_bridges,9.0
2,8,roads_and_bridges,8.0
2,8,roads_and_bridges,10.0
2,8,roads_and_bridges,10.0
2,8,roads_and_bridges,8.0
2,8,roads_and_bridges,8.0
2,8,roads_and_bridges,10.0
2,8,roads_and_bridges,10.0
2,8,roads_and_bridges,9.0
2,8,roads_and_bridges,10.0
2,8,roads_and_bridges,9.0
2,8,roads_and_bridges,10.0
2,8,roads_and_bridges,10.0
2,8,roads_and_bridges,10.0
2,8,roads_and_bridges,10.0
2,8,roads_and_bridges,10.0
2,8,roads_and_bridges,8.0
2,8,roads_and_bridges,10.0
2,8,roads_and_bridges,10.0
2,8,roads_and_bridges,9.0
2,8,roads_and_bridges,9.0
2,8,roads_and_bridges,9.0
2,8,roads_and_bridges,9.0
2,8,roads_and_bridges,10.0
2,8,roads_and_bridges,9.0
